Anno;Cittadinanza;Continente;Genere;Residenti
2006;Togo;Centro America;Femmine;43
2006;Togo;Centro America;Maschi;117
2006;Trinidad and Tobago;Centro America;Femmine;3
2006;Trinidad and Tobago;Centro America;Maschi;2
2006;Tunisia;Africa;Femmine;377
2006;Tunisia;Africa;Maschi;995
2006;Turkey;Asia;Femmine;419
2006;Turkey;Asia;Maschi;615
2006;Turkmenistan;Asia;Femmine;3
2006;Turkmenistan;Asia;Maschi;3
2006;Ukraine;Europa;Femmine;2820
2006;Ukraine;Europa;Maschi;672
2006;Uganda;Africa;Femmine;4
2006;Uganda;Africa;Maschi;8
2006;Hungary;Europa;Femmine;115
2006;Hungary;Europa;Maschi;29
2006;Uruguay;Sud America;Femmine;117
2006;Uruguay;Sud America;Maschi;50
2006;Uzbekistan;Asia;Femmine;16
2006;Uzbekistan;Asia;Maschi;2
2006;Venezuela;Sud America;Femmine;161
2006;Venezuela;Sud America;Maschi;91
2006;Vietnam;Asia;Femmine;5
2006;Vietnam;Asia;Maschi;5
2006;Yemen;Asia;Femmine;1
2006;Yemen;Asia;Maschi;3
2006;Zambia;Africa;Maschi;1
2006;Zimbabwe (ex Rhodesia);Africa;Femmine;1
2006;Zimbabwe (ex Rhodesia);Africa;Maschi;1
2007;Afghanistan;Asia;Femmine;1
2007;Afghanistan;Asia;Maschi;22
2007;Albania;Europa;Femmine;2045
2007;Albania;Europa;Maschi;2484
2007;Algeria;Africa;Femmine;154
2007;Algeria;Africa;Maschi;420
2007;Angola;Africa;Femmine;16
2007;Angola;Africa;Maschi;30
2007;Apolide;None;Femmine;2
2007;Apolide;None;Maschi;9
2007;Saudi Arabia;Asia;Maschi;3
2007;Argentina;Sud America;Femmine;298
2007;Argentina;Sud America;Maschi;254
2007;Armenia;Asia;Femmine;10
2007;Armenia;Asia;Maschi;15
2007;Australia;Oceania;Femmine;73
2007;Australia;Oceania;Maschi;41
2007;Austria;Europa;Femmine;208
2007;Austria;Europa;Maschi;117
2007;Azerbaijan;Europa;Femmine;14
2007;Azerbaijan;Europa;Maschi;9
2007;Bangladesh;Asia;Femmine;603
2007;Bangladesh;Asia;Maschi;1938
2007;Barbados;Centro America;Maschi;1
2007;Belgium;Europa;Femmine;165
2007;Belgium;Europa;Maschi;112
2007;Benin (ex Dahomey);Africa;Femmine;8
2007;Benin (ex Dahomey);Africa;Maschi;9
2007;Belarus;Europa;Femmine;70
2007;Belarus;Europa;Maschi;14
2007;Bolivia;Sud America;Femmine;328
2007;Bolivia;Sud America;Maschi;202
2007;Bosnia and Herzegovina;Europa;Femmine;117
2007;Bosnia and Herzegovina;Europa;Maschi;129
2007;Brazil;Sud America;Femmine;1619
2007;Brazil;Sud America;Maschi;993
2007;Bulgaria;Europa;Femmine;559
2007;Bulgaria;Europa;Maschi;520
2007;Burkina Faso (ex Alto Volta);Africa;Femmine;16
2007;Burkina Faso (ex Alto Volta);Africa;Maschi;24
2007;Burundi;Africa;Femmine;9
2007;Burundi;Africa;Maschi;6
2007;Cambodia;Asia;Femmine;1
2007;Cambodia;Asia;Maschi;9
2007;Cameroon;Africa;Femmine;95
2007;Cameroon;Africa;Maschi;110
2007;Canada;Nord America;Femmine;88
2007;Canada;Nord America;Maschi;69
2007;Cape Verde;Africa;Femmine;156
2007;Cape Verde;Africa;Maschi;43
2007;Czech Republic;Europa;Femmine;136
2007;Czech Republic;Europa;Maschi;21
2007;Central African Republic.;Africa;Femmine;1
2007;Chad;Africa;Femmine;1
2007;Chad;Africa;Maschi;6
2007;Chile;Sud America;Femmine;160
2007;Chile;Sud America;Maschi;120
2007;China;Asia;Femmine;6992
2007;China;Asia;Maschi;7744
2007;Cyprus;Europa;Femmine;6
2007;Cyprus;Europa;Maschi;4
2007;Colombia;Sud America;Femmine;596
2007;Colombia;Sud America;Maschi;340
2007;Congo;Africa;Femmine;62
2007;Congo;Africa;Maschi;81
2007;Congo Rep. Dem (ex Zaire);Africa;Femmine;40
2007;Congo Rep. Dem (ex Zaire);Africa;Maschi;42
2007;North Korea;Asia;Femmine;4
2007;South Korea;Asia;Femmine;297
2007;South Korea;Asia;Maschi;197
2007;Ivory Coast;Africa;Femmine;88
2007;Ivory Coast;Africa;Maschi;145
2007;Costa Rica;Centro America;Femmine;13
2007;Costa Rica;Centro America;Maschi;1
2007;Croatia;Europa;Femmine;257
2007;Croatia;Europa;Maschi;151
2007;Cuba;Centro America;Femmine;345
2007;Cuba;Centro America;Maschi;162
2007;Denmark;Europa;Femmine;72
2007;Denmark;Europa;Maschi;46
2007;Dominica;Centro America;Femmine;5
2007;Dominicana, Rep.;Centro America;Femmine;578
2007;Dominicana, Rep.;Centro America;Maschi;269
2007;Ecuador;Sud America;Femmine;7267
2007;Ecuador;Sud America;Maschi;5081
2007;Egypt;Africa;Femmine;5555
2007;Egypt;Africa;Maschi;17379
2007;El Salvador;Centro America;Femmine;1599
2007;El Salvador;Centro America;Maschi;954
2007;Eritrea;Africa;Femmine;1480
2007;Eritrea;Africa;Maschi;836
2007;Estonia;Europa;Femmine;33
2007;Estonia;Europa;Maschi;2
2007;Ethiopia;Africa;Femmine;434
2007;Ethiopia;Africa;Maschi;231
2007;Philippines;Asia;Femmine;15857
2007;Philippines;Asia;Maschi;12174
2007;Finland;Europa;Femmine;91
2007;Finland;Europa;Maschi;24
2007;France;Europa;Femmine;1845
2007;France;Europa;Maschi;1487
2007;Gabon;Africa;Femmine;2
2007;Gabon;Africa;Maschi;2
2007;Gambia;Africa;Femmine;8
2007;Gambia;Africa;Maschi;91
2007;Georgia;Europa;Femmine;32
2007;Georgia;Europa;Maschi;16
2007;Germany;Europa;Femmine;1105
2007;Germany;Europa;Maschi;827
2007;Ghana;Africa;Femmine;52
2007;Ghana;Africa;Maschi;63
2007;Jamaica;Centro America;Femmine;6
2007;Jamaica;Centro America;Maschi;7
2007;Japan;Asia;Femmine;1078
2007;Japan;Asia;Maschi;841
2007;Jordan;Asia;Femmine;49
2007;Jordan;Asia;Maschi;126
2007;Greece;Europa;Femmine;203
2007;Greece;Europa;Maschi;210
2007;Guatemala;Centro America;Femmine;19
2007;Guatemala;Centro America;Maschi;15
2007;Guinea;Africa;Femmine;25
2007;Guinea;Africa;Maschi;63
2007;Guinea Bissau;Africa;Maschi;6
2007;Haiti;Centro America;Femmine;6
2007;Haiti;Centro America;Maschi;3
2007;Honduras;Centro America;Femmine;12
2007;Honduras;Centro America;Maschi;4
2007;India;Asia;Femmine;276
2007;India;Asia;Maschi;392
2007;Indonesia;Asia;Femmine;49
2007;Indonesia;Asia;Maschi;37
2007;Iran;Asia;Femmine;239
2007;Iran;Asia;Maschi;272
2007;Iraq;Asia;Femmine;17
2007;Iraq;Asia;Maschi;42
2007;Ireland;Europa;Femmine;106
2007;Ireland;Europa;Maschi;91
2007;Iceland;Europa;Femmine;12
2007;Iceland;Europa;Maschi;11
2007;Israel;Europa;Femmine;206
2007;Israel;Europa;Maschi;248
2007;Jugoslavia (Serbia-Montenegro);Europa;Femmine;599
2007;Jugoslavia (Serbia-Montenegro);Europa;Maschi;550
2007;Kazakistan;Asia;Femmine;28
2007;Kazakistan;Asia;Maschi;4
2007;Kenya;Africa;Femmine;47
2007;Kenya;Africa;Maschi;41
2007;Kyrgyzstan;Asia;Femmine;4
2007;Kyrgyzstan;Asia;Maschi;1
2007;Kuwait;Asia;Femmine;1
2007;Kuwait;Asia;Maschi;3
2007;Laos;Asia;Femmine;2
2007;Latvia;Europa;Femmine;57
2007;Latvia;Europa;Maschi;6
2007;Lebanon;Asia;Femmine;71
2007;Lebanon;Asia;Maschi;151
2007;Liberia;Africa;Femmine;7
2007;Liberia;Africa;Maschi;21
2007;Libya;Africa;Femmine;26
2007;Libya;Africa;Maschi;55
2007;Lithuania;Europa;Femmine;60
2007;Lithuania;Europa;Maschi;4
2007;Luxembourg;Europa;Femmine;5
2007;Luxembourg;Europa;Maschi;3
2007;Macedonia, ex Rep. Jugoslava;Europa;Femmine;88
2007;Macedonia, ex Rep. Jugoslava;Europa;Maschi;85
2007;Madagascar;Africa;Femmine;12
2007;Malaysia;Asia;Femmine;20
2007;Malaysia;Asia;Maschi;15
2007;Mali;Africa;Femmine;18
2007;Mali;Africa;Maschi;21
2007;Malta;Europa;Femmine;9
2007;Malta;Europa;Maschi;18
2007;Morocco;Africa;Femmine;2614
2007;Morocco;Africa;Maschi;4049
2007;Mauritania;Africa;Femmine;2
2007;Mauritania;Africa;Maschi;7
2007;Mauritius;Africa;Femmine;697
2007;Mauritius;Africa;Maschi;614
2007;Mexico;Centro America;Femmine;114
2007;Mexico;Centro America;Maschi;62
2007;Moldova;Europa;Femmine;899
2007;Moldova;Europa;Maschi;365
2007;Monaco;Europa;Femmine;1
2007;Monaco;Europa;Maschi;1
2007;Mongolia;Asia;Femmine;3
2007;Mongolia;Asia;Maschi;3
2007;Mozambique;Africa;Femmine;4
2007;Mozambique;Africa;Maschi;5
2007;Myanmar (ex Birmania);Asia;Femmine;6
2007;Nepal;Asia;Femmine;18
2007;Nepal;Asia;Maschi;28
2007;Nicaragua;Centro America;Femmine;19
2007;Niger;Africa;Femmine;4
2007;Niger;Africa;Maschi;5
2007;Nigeria;Africa;Femmine;251
2007;Nigeria;Africa;Maschi;144
2007;Norway;Europa;Femmine;41
2007;Norway;Europa;Maschi;26
2007;New Zealand;Oceania;Femmine;14
2007;New Zealand;Oceania;Maschi;12
2007;Netherlands;Europa;Femmine;216
2007;Netherlands;Europa;Maschi;169
2007;Pakistan;Asia;Femmine;216
2007;Pakistan;Asia;Maschi;683
2007;Panama;Centro America;Femmine;13
2007;Panama;Centro America;Maschi;12
2007;Paraguay;Sud America;Femmine;22
2007;Paraguay;Sud America;Maschi;10
2007;Peru;Sud America;Femmine;8535
2007;Peru;Sud America;Maschi;5535
2007;Poland;Europa;Femmine;658
2007;Poland;Europa;Maschi;147
2007;Portugal;Europa;Femmine;203
2007;Portugal;Europa;Maschi;139
2007;United Kingdom;Europa;Femmine;900
2007;United Kingdom;Europa;Maschi;881
2007;Romania;Europa;Femmine;4173
2007;Romania;Europa;Maschi;3735
2007;Rwanda;Africa;Femmine;12
2007;Rwanda;Africa;Maschi;7
2007;Russia;Europa;Femmine;786
2007;Russia;Europa;Maschi;165
2007;San Marino;Europa;Femmine;22
2007;San Marino;Europa;Maschi;21
2007;Senegal;Africa;Femmine;136
2007;Senegal;Africa;Maschi;1644
2007;Seychelles;Africa;Femmine;45
2007;Seychelles;Africa;Maschi;18
2007;Sierra Leone;Africa;Femmine;13
2007;Sierra Leone;Africa;Maschi;32
2007;Singapore;Asia;Femmine;4
2007;Singapore;Asia;Maschi;11
2007;Syria;Asia;Femmine;84
2007;Syria;Asia;Maschi;208
2007;Slovakia;Europa;Femmine;122
2007;Slovakia;Europa;Maschi;15
2007;Slovenia;Europa;Femmine;19
2007;Slovenia;Europa;Maschi;11
2007;Somalia;Africa;Femmine;272
2007;Somalia;Africa;Maschi;194
2007;Spain;Europa;Femmine;1058
2007;Spain;Europa;Maschi;430
2007;Sri Lanka;Asia;Femmine;4512
2007;Sri Lanka;Asia;Maschi;6088
2007;United States of America;Nord America;Femmine;565
2007;United States of America;Nord America;Maschi;447
2007;South Africa;Africa;Femmine;16
2007;South Africa;Africa;Maschi;20
2007;Sudan;Africa;Femmine;22
2007;Sudan;Africa;Maschi;125
2007;Sweden;Europa;Femmine;173
2007;Sweden;Europa;Maschi;102
2007;Switzerland;Europa;Femmine;385
2007;Switzerland;Europa;Maschi;458
2007;Tajikistan;Asia;Maschi;3
2007;Taiwan (ex Formosa);Asia;Femmine;34
2007;Taiwan (ex Formosa);Asia;Maschi;20
2007;Tanzania;Africa;Femmine;4
2007;Tanzania;Africa;Maschi;9
2007;State of Palestine;Asia;Femmine;2
2007;State of Palestine;Asia;Maschi;23
2007;Thailandia;Asia;Femmine;104
2007;Thailandia;Asia;Maschi;14
2007;Togo;Centro America;Femmine;41
2007;Togo;Centro America;Maschi;98
2007;Trinidad and Tobago;Centro America;Femmine;3
2007;Trinidad and Tobago;Centro America;Maschi;2
2007;Tunisia;Africa;Femmine;379
2007;Tunisia;Africa;Maschi;1032
2007;Turkey;Asia;Femmine;433
2007;Turkey;Asia;Maschi;622
2007;Turkmenistan;Asia;Femmine;2
2007;Turkmenistan;Asia;Maschi;2
2007;Ukraine;Europa;Femmine;2948
2007;Ukraine;Europa;Maschi;683
2007;Uganda;Africa;Femmine;6
2007;Uganda;Africa;Maschi;8
2007;Hungary;Europa;Femmine;122
2007;Hungary;Europa;Maschi;34
2007;Uruguay;Sud America;Femmine;122
2007;Uruguay;Sud America;Maschi;55
2007;Uzbekistan;Asia;Femmine;15
2007;Uzbekistan;Asia;Maschi;4
2007;Venezuela;Sud America;Femmine;149
2007;Venezuela;Sud America;Maschi;92
2007;Vietnam;Asia;Femmine;6
2007;Vietnam;Asia;Maschi;10
2007;Yemen;Asia;Femmine;1
2007;Yemen;Asia;Maschi;3
2007;Zambia;Africa;Maschi;2
2007;Zimbabwe (ex Rhodesia);Africa;Femmine;1
2007;Zimbabwe (ex Rhodesia);Africa;Maschi;1
2008;Afghanistan;Asia;Femmine;1
2008;Afghanistan;Asia;Maschi;30
2008;Albania;Europa;Femmine;2070
2008;Albania;Europa;Maschi;2538
2008;Algeria;Africa;Femmine;164
2008;Algeria;Africa;Maschi;435
2008;Angola;Africa;Femmine;15
2008;Angola;Africa;Maschi;26
2008;Apolide;None;Femmine;2
2008;Apolide;None;Maschi;10
2008;Saudi Arabia;Asia;Maschi;3
2008;Argentina;Sud America;Femmine;276
2008;Argentina;Sud America;Maschi;249
2008;Armenia;Asia;Femmine;11
2008;Armenia;Asia;Maschi;14
2008;Australia;Oceania;Femmine;79
2008;Australia;Oceania;Maschi;42
2008;Austria;Europa;Femmine;217
2008;Austria;Europa;Maschi;124
2008;Azerbaijan;Europa;Femmine;12
2008;Azerbaijan;Europa;Maschi;10
2008;Bangladesh;Asia;Femmine;654
2008;Bangladesh;Asia;Maschi;2022
2008;Barbados;Centro America;Femmine;1
2008;Barbados;Centro America;Maschi;1
2008;Belgium;Europa;Femmine;172
2008;Belgium;Europa;Maschi;116
2008;Benin (ex Dahomey);Africa;Femmine;7
2008;Benin (ex Dahomey);Africa;Maschi;6
2008;Belarus;Europa;Femmine;74
2008;Belarus;Europa;Maschi;14
2008;Bolivia;Sud America;Femmine;359
2008;Bolivia;Sud America;Maschi;223
2008;Bosnia and Herzegovina;Europa;Femmine;117
2008;Bosnia and Herzegovina;Europa;Maschi;125
2008;Brazil;Sud America;Femmine;1621
2008;Brazil;Sud America;Maschi;967
2008;Bulgaria;Europa;Femmine;637
2008;Bulgaria;Europa;Maschi;556
2008;Burkina Faso (ex Alto Volta);Africa;Femmine;13
2008;Burkina Faso (ex Alto Volta);Africa;Maschi;27
2008;Burundi;Africa;Femmine;8
2008;Burundi;Africa;Maschi;5
2008;Cambodia;Asia;Femmine;2
2008;Cambodia;Asia;Maschi;5
2008;Cameroon;Africa;Femmine;100
2008;Cameroon;Africa;Maschi;107
2008;Canada;Nord America;Femmine;94
2008;Canada;Nord America;Maschi;62
2008;Cape Verde;Africa;Femmine;152
2008;Cape Verde;Africa;Maschi;45
2008;Czech Republic;Europa;Femmine;140
2008;Czech Republic;Europa;Maschi;22
2008;Central African Republic.;Africa;Femmine;2
2008;Central African Republic.;Africa;Maschi;1
2008;Chad;Africa;Femmine;1
2008;Chad;Africa;Maschi;8
2008;Chile;Sud America;Femmine;161
2008;Chile;Sud America;Maschi;124
2008;China;Asia;Femmine;7250
2008;China;Asia;Maschi;8009
2008;Cyprus;Europa;Femmine;6
2008;Cyprus;Europa;Maschi;4
2008;Colombia;Sud America;Femmine;564
2008;Colombia;Sud America;Maschi;343
2008;Congo;Africa;Femmine;58
2008;Congo;Africa;Maschi;72
2008;Congo Rep. Dem (ex Zaire);Africa;Femmine;42
2008;Congo Rep. Dem (ex Zaire);Africa;Maschi;41
2008;North Korea;Asia;Femmine;4
2008;South Korea;Asia;Femmine;312
2008;South Korea;Asia;Maschi;204
2008;Ivory Coast;Africa;Femmine;96
2008;Ivory Coast;Africa;Maschi;144
2008;Costa Rica;Centro America;Femmine;12
2008;Costa Rica;Centro America;Maschi;1
2008;Croatia;Europa;Femmine;253
2008;Croatia;Europa;Maschi;139
2008;Cuba;Centro America;Femmine;344
2008;Cuba;Centro America;Maschi;170
2008;Denmark;Europa;Femmine;75
2008;Denmark;Europa;Maschi;46
2008;Dominica;Centro America;Femmine;5
2008;Dominicana, Rep.;Centro America;Femmine;572
2008;Dominicana, Rep.;Centro America;Maschi;272
2008;Ecuador;Sud America;Femmine;7139
2008;Ecuador;Sud America;Maschi;4998
2008;Egypt;Africa;Femmine;5824
2008;Egypt;Africa;Maschi;17694
2008;El Salvador;Centro America;Femmine;1599
2008;El Salvador;Centro America;Maschi;963
2008;Eritrea;Africa;Femmine;1465
2008;Eritrea;Africa;Maschi;891
2008;Estonia;Europa;Femmine;35
2008;Estonia;Europa;Maschi;2
2008;Ethiopia;Africa;Femmine;423
2008;Ethiopia;Africa;Maschi;238
2008;Philippines;Asia;Femmine;16188
2008;Philippines;Asia;Maschi;12561
2008;Finland;Europa;Femmine;94
2008;Finland;Europa;Maschi;25
2008;France;Europa;Femmine;1920
2008;France;Europa;Maschi;1565
2008;Gabon;Africa;Femmine;3
2008;Gabon;Africa;Maschi;2
2008;Gambia;Africa;Femmine;9
2008;Gambia;Africa;Maschi;97
2008;Georgia;Europa;Femmine;35
2008;Georgia;Europa;Maschi;17
2008;Germany;Europa;Femmine;1135
2008;Germany;Europa;Maschi;820
2008;Ghana;Africa;Femmine;42
2008;Ghana;Africa;Maschi;54
2008;Jamaica;Centro America;Femmine;6
2008;Jamaica;Centro America;Maschi;6
2008;Japan;Asia;Femmine;1087
2008;Japan;Asia;Maschi;880
2008;Jordan;Asia;Femmine;53
2008;Jordan;Asia;Maschi;125
2008;Greece;Europa;Femmine;214
2008;Greece;Europa;Maschi;218
2008;Guatemala;Centro America;Femmine;20
2008;Guatemala;Centro America;Maschi;15
2008;Guinea;Africa;Femmine;25
2008;Guinea;Africa;Maschi;68
2008;Guinea Bissau;Africa;Maschi;6
2008;Haiti;Centro America;Femmine;7
2008;Haiti;Centro America;Maschi;3
2008;Honduras;Centro America;Femmine;14
2008;Honduras;Centro America;Maschi;4
2008;India;Asia;Femmine;300
2008;India;Asia;Maschi;398
2008;Indonesia;Asia;Femmine;51
2008;Indonesia;Asia;Maschi;38
2008;Iran;Asia;Femmine;222
2008;Iran;Asia;Maschi;264
2008;Iraq;Asia;Femmine;19
2008;Iraq;Asia;Maschi;44
2008;Ireland;Europa;Femmine;113
2008;Ireland;Europa;Maschi;94
2008;Iceland;Europa;Femmine;13
2008;Iceland;Europa;Maschi;11
2008;Israel;Europa;Femmine;220
2008;Israel;Europa;Maschi;245
2008;Jugoslavia (Serbia-Montenegro);Europa;Femmine;580
2008;Jugoslavia (Serbia-Montenegro);Europa;Maschi;546
2008;Kazakistan;Asia;Femmine;36
2008;Kazakistan;Asia;Maschi;12
2008;Kenya;Africa;Femmine;54
2008;Kenya;Africa;Maschi;43
2008;Kyrgyzstan;Asia;Femmine;8
2008;Kyrgyzstan;Asia;Maschi;1
2008;Kuwait;Asia;Femmine;1
2008;Kuwait;Asia;Maschi;3
2008;Laos;Asia;Femmine;1
2008;Latvia;Europa;Femmine;74
2008;Latvia;Europa;Maschi;6
2008;Lebanon;Asia;Femmine;70
2008;Lebanon;Asia;Maschi;153
2008;Liberia;Africa;Femmine;7
2008;Liberia;Africa;Maschi;21
2008;Libya;Africa;Femmine;25
2008;Libya;Africa;Maschi;55
2008;Liechtenstein;Europa;Femmine;1
2008;Lithuania;Europa;Femmine;73
2008;Lithuania;Europa;Maschi;4
2008;Luxembourg;Europa;Femmine;6
2008;Luxembourg;Europa;Maschi;3
2008;Macedonia, ex Rep. Jugoslava;Europa;Femmine;80
2008;Macedonia, ex Rep. Jugoslava;Europa;Maschi;81
2008;Madagascar;Africa;Femmine;11
2008;Madagascar;Africa;Maschi;1
2008;Malaysia;Asia;Femmine;17
2008;Malaysia;Asia;Maschi;14
2008;Mali;Africa;Femmine;18
2008;Mali;Africa;Maschi;24
2008;Malta;Europa;Femmine;11
2008;Malta;Europa;Maschi;20
2008;Morocco;Africa;Femmine;2707
2008;Morocco;Africa;Maschi;4042
2008;Mauritania;Africa;Femmine;2
2008;Mauritania;Africa;Maschi;8
2008;Mauritius;Africa;Femmine;688
2008;Mauritius;Africa;Maschi;604
2008;Mexico;Centro America;Femmine;117
2008;Mexico;Centro America;Maschi;55
2008;Moldova;Europa;Femmine;1065
2008;Moldova;Europa;Maschi;389
2008;Monaco;Europa;Femmine;1
2008;Monaco;Europa;Maschi;1
2008;Mongolia;Asia;Femmine;3
2008;Mongolia;Asia;Maschi;3
2008;Mozambique;Africa;Femmine;4
2008;Mozambique;Africa;Maschi;5
2008;Myanmar (ex Birmania);Asia;Femmine;6
2008;Nepal;Asia;Femmine;19
2008;Nepal;Asia;Maschi;28
2008;Nicaragua;Centro America;Femmine;18
2008;Niger;Africa;Femmine;4
2008;Niger;Africa;Maschi;5
2008;Nigeria;Africa;Femmine;248
2008;Nigeria;Africa;Maschi;146
2008;Norway;Europa;Femmine;40
2008;Norway;Europa;Maschi;27
2008;New Zealand;Oceania;Femmine;13
2008;New Zealand;Oceania;Maschi;13
2008;Netherlands;Europa;Femmine;235
2008;Netherlands;Europa;Maschi;180
2008;Pakistan;Asia;Femmine;225
2008;Pakistan;Asia;Maschi;664
2008;Panama;Centro America;Femmine;13
2008;Panama;Centro America;Maschi;9
2008;Paraguay;Sud America;Femmine;25
2008;Paraguay;Sud America;Maschi;9
2008;Peru;Sud America;Femmine;8577
2008;Peru;Sud America;Maschi;5526
2008;Poland;Europa;Femmine;709
2008;Poland;Europa;Maschi;168
2008;Portugal;Europa;Femmine;222
2008;Portugal;Europa;Maschi;151
2008;United Kingdom;Europa;Femmine;919
2008;United Kingdom;Europa;Maschi;891
2008;Romania;Europa;Femmine;5109
2008;Romania;Europa;Maschi;4510
2008;Rwanda;Africa;Femmine;11
2008;Rwanda;Africa;Maschi;7
2008;Russia;Europa;Femmine;811
2008;Russia;Europa;Maschi;171
2008;San Marino;Europa;Femmine;22
2008;San Marino;Europa;Maschi;22
2008;Senegal;Africa;Femmine;145
2008;Senegal;Africa;Maschi;1584
2008;Seychelles;Africa;Femmine;45
2008;Seychelles;Africa;Maschi;18
2008;Sierra Leone;Africa;Femmine;14
2008;Sierra Leone;Africa;Maschi;33
2008;Singapore;Asia;Femmine;6
2008;Singapore;Asia;Maschi;12
2008;Syria;Asia;Femmine;79
2008;Syria;Asia;Maschi;208
2008;Slovakia;Europa;Femmine;130
2008;Slovakia;Europa;Maschi;18
2008;Slovenia;Europa;Femmine;22
2008;Slovenia;Europa;Maschi;12
2008;Somalia;Africa;Femmine;266
2008;Somalia;Africa;Maschi;181
2008;Spain;Europa;Femmine;1112
2008;Spain;Europa;Maschi;443
2008;Sri Lanka;Asia;Femmine;4753
2008;Sri Lanka;Asia;Maschi;6334
2008;United States of America;Nord America;Femmine;576
2008;United States of America;Nord America;Maschi;454
2008;South Africa;Africa;Femmine;11
2008;South Africa;Africa;Maschi;22
2008;Sudan;Africa;Femmine;20
2008;Sudan;Africa;Maschi;101
2008;Sweden;Europa;Femmine;183
2008;Sweden;Europa;Maschi;103
2008;Switzerland;Europa;Femmine;378
2008;Switzerland;Europa;Maschi;445
2008;Tajikistan;Asia;Femmine;1
2008;Tajikistan;Asia;Maschi;3
2008;Taiwan (ex Formosa);Asia;Femmine;35
2008;Taiwan (ex Formosa);Asia;Maschi;20
2008;Tanzania;Africa;Femmine;4
2008;Tanzania;Africa;Maschi;10
2008;State of Palestine;Asia;Femmine;2
2008;State of Palestine;Asia;Maschi;22
2008;Thailandia;Asia;Femmine;112
2008;Thailandia;Asia;Maschi;17
2008;Togo;Centro America;Femmine;42
2008;Togo;Centro America;Maschi;81
2008;Trinidad and Tobago;Centro America;Femmine;4
2008;Trinidad and Tobago;Centro America;Maschi;2
2008;Tunisia;Africa;Femmine;401
2008;Tunisia;Africa;Maschi;1067
2008;Turkey;Asia;Femmine;428
2008;Turkey;Asia;Maschi;610
2008;Turkmenistan;Asia;Femmine;2
2008;Turkmenistan;Asia;Maschi;2
2008;Ukraine;Europa;Femmine;3187
2008;Ukraine;Europa;Maschi;731
2008;Uganda;Africa;Femmine;8
2008;Uganda;Africa;Maschi;7
2008;Hungary;Europa;Femmine;134
2008;Hungary;Europa;Maschi;33
2008;Uruguay;Sud America;Femmine;114
2008;Uruguay;Sud America;Maschi;54
2008;Uzbekistan;Asia;Femmine;13
2008;Uzbekistan;Asia;Maschi;3
2008;Venezuela;Sud America;Femmine;149
2008;Venezuela;Sud America;Maschi;99
2008;Vietnam;Asia;Femmine;5
2008;Vietnam;Asia;Maschi;9
2008;Yemen;Asia;Femmine;1
2008;Yemen;Asia;Maschi;3
2008;Zambia;Africa;Femmine;3
2008;Zambia;Africa;Maschi;2
2008;Zimbabwe (ex Rhodesia);Africa;Femmine;2
2008;Zimbabwe (ex Rhodesia);Africa;Maschi;1
2009;Afghanistan;Asia;Femmine;1
2009;Afghanistan;Asia;Maschi;59
2009;Albania;Europa;Femmine;2266
2009;Albania;Europa;Maschi;2746
2009;Algeria;Africa;Femmine;190
2009;Algeria;Africa;Maschi;441
2009;Angola;Africa;Femmine;18
2009;Angola;Africa;Maschi;27
2009;Apolide;None;Femmine;2
2009;Apolide;None;Maschi;11
2009;Saudi Arabia;Asia;Maschi;3
2009;Argentina;Sud America;Femmine;287
2009;Argentina;Sud America;Maschi;256
2009;Armenia;Asia;Femmine;11
2009;Armenia;Asia;Maschi;15
2009;Australia;Oceania;Femmine;77
2009;Australia;Oceania;Maschi;44
2009;Austria;Europa;Femmine;231
2009;Austria;Europa;Maschi;134
2009;Azerbaijan;Europa;Femmine;12
2009;Azerbaijan;Europa;Maschi;14
2009;Bangladesh;Asia;Femmine;847
2009;Bangladesh;Asia;Maschi;2473
2009;Barbados;Centro America;Femmine;1
2009;Barbados;Centro America;Maschi;1
2009;Belgium;Europa;Femmine;177
2009;Belgium;Europa;Maschi;121
2009;Benin (ex Dahomey);Africa;Femmine;6
2009;Benin (ex Dahomey);Africa;Maschi;8
2009;Belarus;Europa;Femmine;89
2009;Belarus;Europa;Maschi;16
2009;Bolivia;Sud America;Femmine;492
2009;Bolivia;Sud America;Maschi;295
2009;Bosnia and Herzegovina;Europa;Femmine;122
2009;Bosnia and Herzegovina;Europa;Maschi;121
2009;Brazil;Sud America;Femmine;1803
2009;Brazil;Sud America;Maschi;1064
2009;Bulgaria;Europa;Femmine;720
2009;Bulgaria;Europa;Maschi;604
2009;Burkina Faso (ex Alto Volta);Africa;Femmine;17
2009;Burkina Faso (ex Alto Volta);Africa;Maschi;33
2009;Burundi;Africa;Femmine;8
2009;Burundi;Africa;Maschi;5
2009;Cameroon;Africa;Femmine;116
2009;Cameroon;Africa;Maschi;142
2009;Canada;Nord America;Femmine;97
2009;Canada;Nord America;Maschi;67
2009;Cape Verde;Africa;Femmine;151
2009;Cape Verde;Africa;Maschi;43
2009;Czech Republic;Europa;Femmine;153
2009;Czech Republic;Europa;Maschi;24
2009;Central African Republic.;Africa;Femmine;2
2009;Central African Republic.;Africa;Maschi;2
2009;Chad;Africa;Femmine;2
2009;Chad;Africa;Maschi;8
2009;Chile;Sud America;Femmine;172
2009;Chile;Sud America;Maschi;127
2009;China;Asia;Femmine;8245
2009;China;Asia;Maschi;8956
2009;Cyprus;Europa;Femmine;10
2009;Cyprus;Europa;Maschi;5
2009;Colombia;Sud America;Femmine;617
