Anno;Cittadinanza;Continente;Genere;Residenti
1999;Dominica;Centro America;Femmine;17
1999;Dominica;Centro America;Maschi;1
1999;Dominicana, Rep.;Centro America;Femmine;416
1999;Dominicana, Rep.;Centro America;Maschi;148
1999;Ecuador;Sud America;Femmine;705
1999;Ecuador;Sud America;Maschi;396
1999;Egypt;Africa;Femmine;3272
1999;Egypt;Africa;Maschi;8570
1999;El Salvador;Centro America;Femmine;1053
1999;El Salvador;Centro America;Maschi;515
1999;Eritrea;Africa;Femmine;883
1999;Eritrea;Africa;Maschi;223
1999;Estonia;Europa;Femmine;6
1999;Ethiopia;Africa;Femmine;928
1999;Ethiopia;Africa;Maschi;543
1999;Philippines;Asia;Femmine;9775
1999;Philippines;Asia;Maschi;6697
1999;Finland;Europa;Femmine;89
1999;Finland;Europa;Maschi;26
1999;France;Europa;Femmine;2017
1999;France;Europa;Maschi;1888
1999;Gabon;Africa;Femmine;3
1999;Gabon;Africa;Maschi;1
1999;Gambia;Africa;Femmine;1
1999;Gambia;Africa;Maschi;74
1999;Georgia;Europa;Femmine;5
1999;Georgia;Europa;Maschi;3
1999;Germany;Europa;Femmine;1368
1999;Germany;Europa;Maschi;1156
1999;Ghana;Africa;Femmine;38
1999;Ghana;Africa;Maschi;93
1999;Jamaica;Centro America;Femmine;9
1999;Jamaica;Centro America;Maschi;5
1999;Japan;Asia;Femmine;1191
1999;Japan;Asia;Maschi;1185
1999;Djibouti;Africa;Femmine;1
1999;Jordan;Asia;Femmine;41
1999;Jordan;Asia;Maschi;225
1999;Greece;Europa;Femmine;380
1999;Greece;Europa;Maschi;746
1999;Guatemala;Centro America;Femmine;15
1999;Guatemala;Centro America;Maschi;7
1999;Guinea;Africa;Femmine;11
1999;Guinea;Africa;Maschi;44
1999;Guinea Bissau;Africa;Maschi;1
1999;Haiti;Centro America;Femmine;29
1999;Haiti;Centro America;Maschi;6
1999;Honduras;Centro America;Femmine;4
1999;Honduras;Centro America;Maschi;1
1999;India;Asia;Femmine;192
1999;India;Asia;Maschi;261
1999;Indonesia;Asia;Femmine;35
1999;Indonesia;Asia;Maschi;28
1999;Iran;Asia;Femmine;419
1999;Iran;Asia;Maschi;550
1999;Iraq;Asia;Femmine;27
1999;Iraq;Asia;Maschi;47
1999;Ireland;Europa;Femmine;169
1999;Ireland;Europa;Maschi;133
1999;Iceland;Europa;Femmine;6
1999;Iceland;Europa;Maschi;4
1999;Israel;Europa;Femmine;429
1999;Israel;Europa;Maschi;539
1999;Jugoslavia (Serbia-Montenegro);Europa;Femmine;830
1999;Jugoslavia (Serbia-Montenegro);Europa;Maschi;972
1999;Kazakistan;Asia;Femmine;11
1999;Kazakistan;Asia;Maschi;1
1999;Kenya;Africa;Femmine;27
1999;Kenya;Africa;Maschi;28
1999;Kuwait;Asia;Femmine;1
1999;Kuwait;Asia;Maschi;3
1999;Latvia;Europa;Femmine;11
1999;Lebanon;Asia;Femmine;125
1999;Lebanon;Asia;Maschi;245
1999;Liberia;Africa;Femmine;3
1999;Liberia;Africa;Maschi;4
1999;Libya;Africa;Femmine;48
1999;Libya;Africa;Maschi;58
1999;Lithuania;Europa;Femmine;8
1999;Luxembourg;Europa;Femmine;11
1999;Luxembourg;Europa;Maschi;10
1999;Macedonia, ex Rep. Jugoslava;Europa;Femmine;21
1999;Macedonia, ex Rep. Jugoslava;Europa;Maschi;45
1999;Madagascar;Africa;Femmine;12
1999;Madagascar;Africa;Maschi;2
1999;Malaysia;Asia;Femmine;14
1999;Malaysia;Asia;Maschi;20
1999;Mali;Africa;Femmine;12
1999;Mali;Africa;Maschi;13
1999;Malta;Europa;Femmine;6
1999;Malta;Europa;Maschi;15
1999;Morocco;Africa;Femmine;1295
1999;Morocco;Africa;Maschi;4202
1999;Mauritania;Africa;Femmine;1
1999;Mauritania;Africa;Maschi;4
1999;Mauritius;Africa;Femmine;441
1999;Mauritius;Africa;Maschi;419
1999;Mexico;Centro America;Femmine;105
1999;Mexico;Centro America;Maschi;59
1999;Moldova;Europa;Femmine;13
1999;Moldova;Europa;Maschi;3
1999;Monaco;Europa;Femmine;1
1999;Mongolia;Asia;Femmine;3
1999;Mozambique;Africa;Femmine;4
1999;Mozambique;Africa;Maschi;4
1999;Myanmar (ex Birmania);Asia;Femmine;7
1999;Myanmar (ex Birmania);Asia;Maschi;2
1999;Nepal;Asia;Femmine;6
1999;Nepal;Asia;Maschi;11
1999;Nicaragua;Centro America;Femmine;14
1999;Nicaragua;Centro America;Maschi;3
1999;Niger;Africa;Femmine;2
1999;Niger;Africa;Maschi;2
1999;Nigeria;Africa;Femmine;144
1999;Nigeria;Africa;Maschi;81
1999;Norway;Europa;Femmine;44
1999;Norway;Europa;Maschi;18
1999;New Zealand;Oceania;Femmine;11
1999;New Zealand;Oceania;Maschi;8
1999;Netherlands;Europa;Femmine;254
1999;Netherlands;Europa;Maschi;248
1999;Pakistan;Asia;Femmine;107
1999;Pakistan;Asia;Maschi;537
1999;Panama;Centro America;Femmine;34
1999;Panama;Centro America;Maschi;9
1999;Paraguay;Sud America;Femmine;17
1999;Paraguay;Sud America;Maschi;5
1999;Peru;Sud America;Femmine;4221
1999;Peru;Sud America;Maschi;2434
1999;Poland;Europa;Femmine;273
1999;Poland;Europa;Maschi;118
1999;Portugal;Europa;Femmine;270
1999;Portugal;Europa;Maschi;174
1999;United Kingdom;Europa;Femmine;1503
1999;United Kingdom;Europa;Maschi;1504
1999;Romania;Europa;Femmine;573
1999;Romania;Europa;Maschi;631
1999;Rwanda;Africa;Femmine;15
1999;Rwanda;Africa;Maschi;11
1999;Russia;Europa;Femmine;312
1999;Russia;Europa;Maschi;150
1999;San Marino;Europa;Femmine;33
1999;San Marino;Europa;Maschi;22
1999;Senegal;Africa;Femmine;72
1999;Senegal;Africa;Maschi;1583
1999;Seychelles;Africa;Femmine;78
1999;Seychelles;Africa;Maschi;20
1999;Sierra Leone;Africa;Femmine;15
1999;Sierra Leone;Africa;Maschi;18
1999;Singapore;Asia;Femmine;7
1999;Singapore;Asia;Maschi;9
1999;Syria;Asia;Femmine;55
1999;Syria;Asia;Maschi;153
1999;Slovakia;Europa;Femmine;15
1999;Slovakia;Europa;Maschi;1
1999;Slovenia;Europa;Femmine;14
1999;Slovenia;Europa;Maschi;14
1999;Somalia;Africa;Femmine;769
1999;Somalia;Africa;Maschi;445
1999;Spain;Europa;Femmine;978
1999;Spain;Europa;Maschi;537
1999;Sri Lanka;Asia;Femmine;2073
1999;Sri Lanka;Asia;Maschi;3122
1999;United States of America;Nord America;Femmine;964
1999;United States of America;Nord America;Maschi;862
1999;South Africa;Africa;Femmine;17
1999;South Africa;Africa;Maschi;23
1999;Sudan;Africa;Femmine;11
1999;Sudan;Africa;Maschi;52
1999;Suriname;Sud America;Maschi;1
1999;Sweden;Europa;Femmine;166
1999;Sweden;Europa;Maschi;88
1999;Switzerland;Europa;Femmine;709
1999;Switzerland;Europa;Maschi;787
1999;Tajikistan;Asia;Femmine;1
1999;Tajikistan;Asia;Maschi;3
1999;Taiwan (ex Formosa);Asia;Femmine;81
1999;Taiwan (ex Formosa);Asia;Maschi;50
1999;Tanzania;Africa;Femmine;6
1999;Tanzania;Africa;Maschi;8
1999;State of Palestine;Asia;Maschi;2
1999;Thailandia;Asia;Femmine;64
1999;Thailandia;Asia;Maschi;12
1999;Togo;Centro America;Femmine;8
1999;Togo;Centro America;Maschi;11
1999;Trinidad and Tobago;Centro America;Femmine;6
1999;Trinidad and Tobago;Centro America;Maschi;6
1999;Tunisia;Africa;Femmine;250
1999;Tunisia;Africa;Maschi;979
1999;Turkey;Asia;Femmine;378
1999;Turkey;Asia;Maschi;568
1999;Turkmenistan;Asia;Femmine;2
1999;Turkmenistan;Asia;Maschi;1
1999;Ukraine;Europa;Femmine;46
1999;Ukraine;Europa;Maschi;22
1999;Uganda;Africa;Femmine;2
1999;Uganda;Africa;Maschi;6
1999;Hungary;Europa;Femmine;105
1999;Hungary;Europa;Maschi;58
1999;Uruguay;Sud America;Femmine;145
1999;Uruguay;Sud America;Maschi;94
1999;Uzbekistan;Asia;Femmine;5
1999;Venezuela;Sud America;Femmine;102
1999;Venezuela;Sud America;Maschi;68
1999;Vietnam;Asia;Femmine;8
1999;Vietnam;Asia;Maschi;19
1999;Yemen;Asia;Femmine;2
1999;Yemen;Asia;Maschi;4
1999;Zambia;Africa;Femmine;1
1999;Zambia;Africa;Maschi;2
1999;Zimbabwe (ex Rhodesia);Africa;Femmine;3
2000;Afghanistan;Asia;Femmine;4
2000;Afghanistan;Asia;Maschi;6
2000;Albania;Europa;Femmine;840
2000;Albania;Europa;Maschi;1365
2000;Algeria;Africa;Femmine;70
2000;Algeria;Africa;Maschi;449
2000;Altre nazioni o n.d.;None;Femmine;2
2000;Altre nazioni o n.d.;None;Maschi;1
2000;Andorra;Europa;Maschi;1
2000;Angola;Africa;Femmine;16
2000;Angola;Africa;Maschi;23
2000;Antigua e Barbuda;Centro America;Femmine;1
2000;Apolide;None;Femmine;9
2000;Apolide;None;Maschi;26
2000;Saudi Arabia;Asia;Maschi;5
2000;Argentina;Sud America;Femmine;290
2000;Argentina;Sud America;Maschi;295
2000;Armenia;Asia;Femmine;5
2000;Armenia;Asia;Maschi;4
2000;Australia;Oceania;Femmine;77
2000;Australia;Oceania;Maschi;70
2000;Austria;Europa;Femmine;324
2000;Austria;Europa;Maschi;203
2000;Azerbaijan;Europa;Femmine;2
2000;Azerbaijan;Europa;Maschi;3
2000;Bahamas;Centro America;Femmine;2
2000;Bangladesh;Asia;Femmine;189
2000;Bangladesh;Asia;Maschi;931
2000;Barbados;Centro America;Maschi;1
2000;Belgium;Europa;Femmine;212
2000;Belgium;Europa;Maschi;164
2000;Belize;Centro America;Femmine;1
2000;Belize;Centro America;Maschi;2
2000;Benin (ex Dahomey);Africa;Femmine;9
2000;Benin (ex Dahomey);Africa;Maschi;11
2000;Bhutan;Asia;Maschi;1
2000;Belarus;Europa;Femmine;5
2000;Belarus;Europa;Maschi;3
2000;Bolivia;Sud America;Femmine;53
2000;Bolivia;Sud America;Maschi;44
2000;Bosnia and Herzegovina;Europa;Femmine;104
2000;Bosnia and Herzegovina;Europa;Maschi;115
2000;Brazil;Sud America;Femmine;1154
2000;Brazil;Sud America;Maschi;710
2000;Bulgaria;Europa;Femmine;275
2000;Bulgaria;Europa;Maschi;271
2000;Burkina Faso (ex Alto Volta);Africa;Femmine;12
2000;Burkina Faso (ex Alto Volta);Africa;Maschi;19
2000;Burundi;Africa;Femmine;16
2000;Burundi;Africa;Maschi;12
2000;Cameroon;Africa;Femmine;55
2000;Cameroon;Africa;Maschi;64
2000;Canada;Nord America;Femmine;118
2000;Canada;Nord America;Maschi;94
2000;Cape Verde;Africa;Femmine;109
2000;Cape Verde;Africa;Maschi;33
2000;Czech Republic;Europa;Femmine;119
2000;Czech Republic;Europa;Maschi;68
2000;Central African Republic.;Africa;Femmine;1
2000;Central African Republic.;Africa;Maschi;1
2000;Chad;Africa;Femmine;1
2000;Chad;Africa;Maschi;3
2000;Chile;Sud America;Femmine;174
2000;Chile;Sud America;Maschi;119
2000;China;Asia;Femmine;4064
2000;China;Asia;Maschi;4611
2000;Cyprus;Europa;Femmine;19
2000;Cyprus;Europa;Maschi;32
2000;Colombia;Sud America;Femmine;300
2000;Colombia;Sud America;Maschi;158
2000;Congo;Africa;Femmine;16
2000;Congo;Africa;Maschi;27
2000;Congo Rep. Dem (ex Zaire);Africa;Femmine;39
2000;Congo Rep. Dem (ex Zaire);Africa;Maschi;48
2000;North Korea;Asia;Femmine;2
2000;North Korea;Asia;Maschi;1
2000;South Korea;Asia;Femmine;377
2000;South Korea;Asia;Maschi;259
2000;Ivory Coast;Africa;Femmine;95
2000;Ivory Coast;Africa;Maschi;158
2000;Costa Rica;Centro America;Femmine;16
2000;Costa Rica;Centro America;Maschi;5
2000;Croatia;Europa;Femmine;262
2000;Croatia;Europa;Maschi;195
2000;Cuba;Centro America;Femmine;203
2000;Cuba;Centro America;Maschi;76
2000;Denmark;Europa;Femmine;138
2000;Denmark;Europa;Maschi;76
2000;Dominica;Centro America;Femmine;14
2000;Dominica;Centro America;Maschi;1
2000;Dominicana, Rep.;Centro America;Femmine;461
2000;Dominicana, Rep.;Centro America;Maschi;180
2000;Ecuador;Sud America;Femmine;1295
2000;Ecuador;Sud America;Maschi;711
2000;Egypt;Africa;Femmine;3506
2000;Egypt;Africa;Maschi;9803
2000;El Salvador;Centro America;Femmine;1151
2000;El Salvador;Centro America;Maschi;600
2000;Eritrea;Africa;Femmine;1072
2000;Eritrea;Africa;Maschi;307
2000;Estonia;Europa;Femmine;7
2000;Ethiopia;Africa;Femmine;819
2000;Ethiopia;Africa;Maschi;480
2000;Philippines;Asia;Femmine;11019
2000;Philippines;Asia;Maschi;7666
2000;Finland;Europa;Femmine;97
2000;Finland;Europa;Maschi;27
2000;France;Europa;Femmine;2119
2000;France;Europa;Maschi;2037
2000;Gabon;Africa;Femmine;3
2000;Gabon;Africa;Maschi;1
2000;Gambia;Africa;Femmine;2
2000;Gambia;Africa;Maschi;119
2000;Georgia;Europa;Femmine;6
2000;Georgia;Europa;Maschi;4
2000;Germany;Europa;Femmine;1392
2000;Germany;Europa;Maschi;1161
2000;Ghana;Africa;Femmine;38
2000;Ghana;Africa;Maschi;95
2000;Jamaica;Centro America;Femmine;9
2000;Jamaica;Centro America;Maschi;5
2000;Japan;Asia;Femmine;1206
2000;Japan;Asia;Maschi;1177
2000;Djibouti;Africa;Femmine;1
2000;Jordan;Asia;Femmine;42
2000;Jordan;Asia;Maschi;225
2000;Greece;Europa;Femmine;391
2000;Greece;Europa;Maschi;758
2000;Guatemala;Centro America;Femmine;15
2000;Guatemala;Centro America;Maschi;6
2000;Guinea;Africa;Femmine;14
2000;Guinea;Africa;Maschi;45
2000;Guinea Bissau;Africa;Maschi;4
2000;Haiti;Centro America;Femmine;29
2000;Haiti;Centro America;Maschi;5
2000;Honduras;Centro America;Femmine;5
2000;Honduras;Centro America;Maschi;1
2000;India;Asia;Femmine;207
2000;India;Asia;Maschi;289
2000;Indonesia;Asia;Femmine;42
2000;Indonesia;Asia;Maschi;31
2000;Iran;Asia;Femmine;405
2000;Iran;Asia;Maschi;538
2000;Iraq;Asia;Femmine;28
2000;Iraq;Asia;Maschi;49
2000;Ireland;Europa;Femmine;179
2000;Ireland;Europa;Maschi;139
2000;Iceland;Europa;Femmine;9
2000;Iceland;Europa;Maschi;4
2000;Israel;Europa;Femmine;425
2000;Israel;Europa;Maschi;535
2000;Jugoslavia (Serbia-Montenegro);Europa;Femmine;845
2000;Jugoslavia (Serbia-Montenegro);Europa;Maschi;979
2000;Kazakistan;Asia;Femmine;11
2000;Kazakistan;Asia;Maschi;2
2000;Kenya;Africa;Femmine;34
2000;Kenya;Africa;Maschi;39
2000;Kuwait;Asia;Femmine;1
2000;Kuwait;Asia;Maschi;3
2000;Laos;Asia;Femmine;1
2000;Latvia;Europa;Femmine;11
2000;Lebanon;Asia;Femmine;115
2000;Lebanon;Asia;Maschi;233
2000;Liberia;Africa;Femmine;3
2000;Liberia;Africa;Maschi;4
2000;Libya;Africa;Femmine;47
2000;Libya;Africa;Maschi;57
2000;Liechtenstein;Europa;Femmine;1
2000;Lithuania;Europa;Femmine;11
2000;Luxembourg;Europa;Femmine;10
2000;Luxembourg;Europa;Maschi;10
2000;Macedonia, ex Rep. Jugoslava;Europa;Femmine;29
2000;Macedonia, ex Rep. Jugoslava;Europa;Maschi;54
2000;Madagascar;Africa;Femmine;14
2000;Madagascar;Africa;Maschi;1
2000;Malaysia;Asia;Femmine;15
2000;Malaysia;Asia;Maschi;20
2000;Mali;Africa;Femmine;15
2000;Mali;Africa;Maschi;16
2000;Malta;Europa;Femmine;8
2000;Malta;Europa;Maschi;15
2000;Morocco;Africa;Femmine;1456
2000;Morocco;Africa;Maschi;4393
2000;Mauritania;Africa;Femmine;1
2000;Mauritania;Africa;Maschi;5
2000;Mauritius;Africa;Femmine;510
2000;Mauritius;Africa;Maschi;478
2000;Mexico;Centro America;Femmine;115
2000;Mexico;Centro America;Maschi;64
2000;Moldova;Europa;Femmine;33
2000;Moldova;Europa;Maschi;8
2000;Monaco;Europa;Femmine;1
2000;Mongolia;Asia;Femmine;3
2000;Mongolia;Asia;Maschi;1
2000;Mozambique;Africa;Femmine;6
2000;Mozambique;Africa;Maschi;5
2000;Myanmar (ex Birmania);Asia;Femmine;8
2000;Myanmar (ex Birmania);Asia;Maschi;2
2000;Nepal;Asia;Femmine;4
2000;Nepal;Asia;Maschi;13
2000;Nicaragua;Centro America;Femmine;14
2000;Nicaragua;Centro America;Maschi;3
2000;Niger;Africa;Femmine;3
2000;Niger;Africa;Maschi;1
2000;Nigeria;Africa;Femmine;225
2000;Nigeria;Africa;Maschi;110
2000;Norway;Europa;Femmine;47
2000;Norway;Europa;Maschi;19
2000;New Zealand;Oceania;Femmine;13
2000;New Zealand;Oceania;Maschi;8
2000;Netherlands;Europa;Femmine;270
2000;Netherlands;Europa;Maschi;266
2000;Pakistan;Asia;Femmine;134
2000;Pakistan;Asia;Maschi;617
2000;Panama;Centro America;Femmine;38
2000;Panama;Centro America;Maschi;11
2000;Paraguay;Sud America;Femmine;19
2000;Paraguay;Sud America;Maschi;8
2000;Peru;Sud America;Femmine;5031
2000;Peru;Sud America;Maschi;2934
2000;Poland;Europa;Femmine;313
2000;Poland;Europa;Maschi;123
2000;Portugal;Europa;Femmine;271
2000;Portugal;Europa;Maschi;177
2000;United Kingdom;Europa;Femmine;1528
2000;United Kingdom;Europa;Maschi;1511
2000;Romania;Europa;Femmine;809
2000;Romania;Europa;Maschi;943
2000;Rwanda;Africa;Femmine;14
2000;Rwanda;Africa;Maschi;11
2000;Russia;Europa;Femmine;371
2000;Russia;Europa;Maschi;153
2000;San Marino;Europa;Femmine;32
2000;San Marino;Europa;Maschi;21
2000;Sao Tomè e Principe;Centro America;Femmine;1
2000;Senegal;Africa;Femmine;94
2000;Senegal;Africa;Maschi;1908
2000;Seychelles;Africa;Femmine;82
2000;Seychelles;Africa;Maschi;21
2000;Sierra Leone;Africa;Femmine;17
2000;Sierra Leone;Africa;Maschi;22
2000;Singapore;Asia;Femmine;8
2000;Singapore;Asia;Maschi;10
2000;Syria;Asia;Femmine;62
2000;Syria;Asia;Maschi;161
2000;Slovakia;Europa;Femmine;23
2000;Slovakia;Europa;Maschi;1
2000;Slovenia;Europa;Femmine;15
2000;Slovenia;Europa;Maschi;16
2000;Somalia;Africa;Femmine;796
2000;Somalia;Africa;Maschi;468
2000;Spain;Europa;Femmine;1024
2000;Spain;Europa;Maschi;556
2000;Sri Lanka;Asia;Femmine;2458
2000;Sri Lanka;Asia;Maschi;3660
2000;United States of America;Nord America;Femmine;969
2000;United States of America;Nord America;Maschi;881
2000;South Africa;Africa;Femmine;18
2000;South Africa;Africa;Maschi;23
2000;Sudan;Africa;Femmine;12
2000;Sudan;Africa;Maschi;55
2000;Suriname;Sud America;Maschi;1
2000;Sweden;Europa;Femmine;178
2000;Sweden;Europa;Maschi;96
2000;Switzerland;Europa;Femmine;687
2000;Switzerland;Europa;Maschi;777
2000;Tajikistan;Asia;Femmine;1
2000;Tajikistan;Asia;Maschi;3
2000;Taiwan (ex Formosa);Asia;Femmine;83
2000;Taiwan (ex Formosa);Asia;Maschi;52
2000;Tanzania;Africa;Femmine;6
2000;Tanzania;Africa;Maschi;9
2000;State of Palestine;Asia;Maschi;1
2000;Thailandia;Asia;Femmine;69
2000;Thailandia;Asia;Maschi;14
2000;Togo;Centro America;Femmine;8
2000;Togo;Centro America;Maschi;13
2000;Trinidad and Tobago;Centro America;Femmine;6
2000;Trinidad and Tobago;Centro America;Maschi;6
2000;Tunisia;Africa;Femmine;280
2000;Tunisia;Africa;Maschi;1034
2000;Turkey;Asia;Femmine;399
2000;Turkey;Asia;Maschi;595
2000;Turkmenistan;Asia;Maschi;1
2000;Ukraine;Europa;Femmine;87
2000;Ukraine;Europa;Maschi;45
2000;Uganda;Africa;Femmine;3
2000;Uganda;Africa;Maschi;8
2000;Hungary;Europa;Femmine;121
2000;Hungary;Europa;Maschi;59
2000;Uruguay;Sud America;Femmine;153
2000;Uruguay;Sud America;Maschi;98
2000;Uzbekistan;Asia;Femmine;6
2000;Venezuela;Sud America;Femmine;127
2000;Venezuela;Sud America;Maschi;77
2000;Vietnam;Asia;Femmine;9
2000;Vietnam;Asia;Maschi;19
2000;Yemen;Asia;Femmine;2
2000;Yemen;Asia;Maschi;4
2000;Zambia;Africa;Femmine;1
2000;Zambia;Africa;Maschi;2
2000;Zimbabwe (ex Rhodesia);Africa;Femmine;3
2001;Afghanistan;Asia;Femmine;4
2001;Afghanistan;Asia;Maschi;5
2001;Albania;Europa;Femmine;1166
2001;Albania;Europa;Maschi;1831
2001;Algeria;Africa;Femmine;82
2001;Algeria;Africa;Maschi;512
2001;Altre nazioni o n.d.;None;Femmine;2
2001;Altre nazioni o n.d.;None;Maschi;1
2001;Andorra;Europa;Maschi;1
2001;Angola;Africa;Femmine;23
2001;Angola;Africa;Maschi;30
2001;Apolide;None;Femmine;9
2001;Apolide;None;Maschi;25
2001;Saudi Arabia;Asia;Maschi;5
2001;Argentina;Sud America;Femmine;322
2001;Argentina;Sud America;Maschi;304
2001;Armenia;Asia;Femmine;7
2001;Armenia;Asia;Maschi;5
2001;Australia;Oceania;Femmine;86
2001;Australia;Oceania;Maschi;70
2001;Austria;Europa;Femmine;331
2001;Austria;Europa;Maschi;212
2001;Azerbaijan;Europa;Femmine;11
2001;Azerbaijan;Europa;Maschi;8
2001;Bahamas;Centro America;Femmine;2
2001;Bangladesh;Asia;Femmine;239
2001;Bangladesh;Asia;Maschi;1262
2001;Barbados;Centro America;Maschi;1
2001;Belgium;Europa;Femmine;224
2001;Belgium;Europa;Maschi;184
2001;Belize;Centro America;Femmine;1
2001;Belize;Centro America;Maschi;1
2001;Benin (ex Dahomey);Africa;Femmine;9
2001;Benin (ex Dahomey);Africa;Maschi;10
2001;Bhutan;Asia;Maschi;1
2001;Belarus;Europa;Femmine;7
2001;Belarus;Europa;Maschi;5
2001;Bolivia;Sud America;Femmine;59
2001;Bolivia;Sud America;Maschi;49
2001;Bosnia and Herzegovina;Europa;Femmine;119
2001;Bosnia and Herzegovina;Europa;Maschi;122
2001;Brazil;Sud America;Femmine;1244
2001;Brazil;Sud America;Maschi;791
2001;Bulgaria;Europa;Femmine;305
2001;Bulgaria;Europa;Maschi;321
2001;Burkina Faso (ex Alto Volta);Africa;Femmine;14
2001;Burkina Faso (ex Alto Volta);Africa;Maschi;17
2001;Burundi;Africa;Femmine;15
2001;Burundi;Africa;Maschi;11
2001;Cameroon;Africa;Femmine;62
2001;Cameroon;Africa;Maschi;71
2001;Canada;Nord America;Femmine;122
2001;Canada;Nord America;Maschi;106
2001;Cape Verde;Africa;Femmine;129
2001;Cape Verde;Africa;Maschi;33
2001;Czech Republic;Europa;Femmine;134
2001;Czech Republic;Europa;Maschi;73
2001;Central African Republic.;Africa;Femmine;1
2001;Central African Republic.;Africa;Maschi;2
2001;Chad;Africa;Femmine;1
2001;Chad;Africa;Maschi;3
2001;Chile;Sud America;Femmine;190
2001;Chile;Sud America;Maschi;129
2001;China;Asia;Femmine;4747
2001;China;Asia;Maschi;5549
2001;Cyprus;Europa;Femmine;19
2001;Cyprus;Europa;Maschi;36
2001;Colombia;Sud America;Femmine;361
2001;Colombia;Sud America;Maschi;189
2001;Congo;Africa;Femmine;29
2001;Congo;Africa;Maschi;38
2001;Congo Rep. Dem (ex Zaire);Africa;Femmine;41
2001;Congo Rep. Dem (ex Zaire);Africa;Maschi;47
2001;North Korea;Asia;Femmine;2
2001;North Korea;Asia;Maschi;1
2001;South Korea;Asia;Femmine;419
2001;South Korea;Asia;Maschi;287
2001;Ivory Coast;Africa;Femmine;103
2001;Ivory Coast;Africa;Maschi;160
2001;Costa Rica;Centro America;Femmine;17
2001;Costa Rica;Centro America;Maschi;3
2001;Croatia;Europa;Femmine;285
2001;Croatia;Europa;Maschi;207
2001;Cuba;Centro America;Femmine;257
2001;Cuba;Centro America;Maschi;95
2001;Denmark;Europa;Femmine;133
2001;Denmark;Europa;Maschi;78
2001;Dominica;Centro America;Femmine;12
2001;Dominica;Centro America;Maschi;1
2001;Dominicana, Rep.;Centro America;Femmine;527
2001;Dominicana, Rep.;Centro America;Maschi;208
2001;Ecuador;Sud America;Femmine;1736
2001;Ecuador;Sud America;Maschi;978
2001;Egypt;Africa;Femmine;3856
2001;Egypt;Africa;Maschi;11725
2001;El Salvador;Centro America;Femmine;1244
2001;El Salvador;Centro America;Maschi;682
2001;Eritrea;Africa;Femmine;1216
2001;Eritrea;Africa;Maschi;366
2001;Estonia;Europa;Femmine;8
2001;Ethiopia;Africa;Femmine;779
2001;Ethiopia;Africa;Maschi;450
2001;Philippines;Asia;Femmine;11963
2001;Philippines;Asia;Maschi;8493
2001;Finland;Europa;Femmine;120
2001;Finland;Europa;Maschi;33
2001;France;Europa;Femmine;2337
2001;France;Europa;Maschi;2217
2001;Gabon;Africa;Femmine;2
2001;Gabon;Africa;Maschi;2
2001;Gambia;Africa;Femmine;1
2001;Gambia;Africa;Maschi;132
2001;Georgia;Europa;Femmine;7
2001;Georgia;Europa;Maschi;6
2001;Germany;Europa;Femmine;1476
2001;Germany;Europa;Maschi;1196
2001;Ghana;Africa;Femmine;43
2001;Ghana;Africa;Maschi;102
2001;Jamaica;Centro America;Femmine;9
2001;Jamaica;Centro America;Maschi;5
2001;Japan;Asia;Femmine;1333
2001;Japan;Asia;Maschi;1249
2001;Djibouti;Africa;Femmine;1
2001;Jordan;Asia;Femmine;44
2001;Jordan;Asia;Maschi;235
2001;Greece;Europa;Femmine;409
2001;Greece;Europa;Maschi;761
2001;Guatemala;Centro America;Femmine;16
2001;Guatemala;Centro America;Maschi;12
2001;Guinea;Africa;Femmine;18
2001;Guinea;Africa;Maschi;52
2001;Guinea Bissau;Africa;Maschi;4
2001;Haiti;Centro America;Femmine;30
2001;Haiti;Centro America;Maschi;5
2001;Honduras;Centro America;Femmine;5
2001;Honduras;Centro America;Maschi;1
2001;India;Asia;Femmine;235
2001;India;Asia;Maschi;333
2001;Indonesia;Asia;Femmine;49
2001;Indonesia;Asia;Maschi;34
2001;Iran;Asia;Femmine;390
2001;Iran;Asia;Maschi;540
2001;Iraq;Asia;Femmine;28
2001;Iraq;Asia;Maschi;50
2001;Ireland;Europa;Femmine;196
2001;Ireland;Europa;Maschi;158
2001;Iceland;Europa;Femmine;11
2001;Iceland;Europa;Maschi;7
2001;Israel;Europa;Femmine;424
2001;Israel;Europa;Maschi;546
2001;Jugoslavia (Serbia-Montenegro);Europa;Femmine;902
2001;Jugoslavia (Serbia-Montenegro);Europa;Maschi;993
2001;Kazakistan;Asia;Femmine;15
2001;Kazakistan;Asia;Maschi;3
2001;Kenya;Africa;Femmine;36
2001;Kenya;Africa;Maschi;41
2001;Kuwait;Asia;Femmine;1
2001;Kuwait;Asia;Maschi;3
2001;Laos;Asia;Femmine;1
2001;Latvia;Europa;Femmine;15
2001;Latvia;Europa;Maschi;1
2001;Lebanon;Asia;Femmine;123
2001;Lebanon;Asia;Maschi;247
2001;Liberia;Africa;Femmine;3
2001;Liberia;Africa;Maschi;5
2001;Libya;Africa;Femmine;48
2001;Libya;Africa;Maschi;63
2001;Liechtenstein;Europa;Femmine;1
2001;Lithuania;Europa;Femmine;14
2001;Luxembourg;Europa;Femmine;6
2001;Luxembourg;Europa;Maschi;9
2001;Macedonia, ex Rep. Jugoslava;Europa;Femmine;43
2001;Macedonia, ex Rep. Jugoslava;Europa;Maschi;65
2001;Madagascar;Africa;Femmine;15
